frame,video_seconds,track_id,class,confidence,x1,y1,x2,y2,in_watch_region,segment
7664,255.467,121,car,0.7739,501,69,581,122,1,2
7665,255.5,121,car,0.778,505,66,583,120,1,2
7666,255.533,121,car,0.8067,511,66,587,118,1,2
7667,255.567,121,car,0.7986,517,65,590,115,1,2
7667,255.567,168,person,0.603,419,384,1091,715,0,2
7668,255.6,121,car,0.7545,521,63,594,113,1,2
7668,255.6,168,person,0.7399,411,370,1110,714,0,2
7669,255.633,121,car,0.8407,527,59,600,111,1,2
7669,255.633,168,person,0.7339,397,351,1134,714,0,2
7670,255.667,121,car,0.7818,533,59,603,109,1,2
7670,255.667,168,person,0.7597,397,350,1131,714,0,2
7671,255.7,121,car,0.7231,536,56,609,107,1,2
7671,255.7,168,person,0.729,395,347,1134,714,0,2
7672,255.733,121,car,0.7849,543,54,615,104,1,2
7672,255.733,168,person,0.7364,401,351,1127,713,0,2
7673,255.767,121,car,0.8419,546,50,619,103,1,2
7673,255.767,168,person,0.7529,402,344,1136,713,0,2
7674,255.8,121,car,0.8307,553,48,625,101,1,2
7674,255.8,168,person,0.7479,401,336,1145,712,0,2
7675,255.833,121,car,0.7773,559,47,631,98,1,2
7675,255.833,168,person,0.806,399,328,1152,713,0,2
7676,255.867,121,car,0.7366,563,46,633,97,1,2
7676,255.867,168,person,0.8049,400,323,1155,713,0,2
7677,255.9,121,car,0.7719,569,45,639,95,1,2
7677,255.9,168,person,0.7778,402,321,1155,713,0,2
7678,255.933,121,car,0.82,575,42,643,94,1,2
7678,255.933,168,person,0.7705,405,318,1155,713,0,2
7679,255.967,121,car,0.8154,578,41,648,93,1,2
7679,255.967,168,person,0.7283,411,326,1143,712,0,2
7680,256.0,121,car,0.7959,584,40,651,91,1,2
7680,256.0,168,person,0.6693,397,317,1139,711,0,2
7681,256.033,121,car,0.734,590,40,656,90,1,2
7681,256.033,168,person,0.696,370,310,1126,712,0,2
7682,256.067,121,car,0.7836,593,40,659,90,1,2
7682,256.067,168,person,0.6954,357,314,1109,712,0,2
7683,256.1,121,car,0.8039,598,39,664,89,1,2
7684,256.133,121,car,0.7858,602,38,670,89,1,2
7685,256.167,121,car,0.7964,606,37,674,89,1,2
7686,256.2,121,car,0.7629,611,35,679,89,0,2
7686,256.2,168,person,0.69,305,298,1089,711,0,2
7687,256.233,121,car,0.7752,618,35,685,88,0,2
7687,256.233,168,person,0.7697,296,298,1083,711,0,2
7688,256.267,121,car,0.7438,623,35,689,88,0,2
7688,256.267,168,person,0.8032,293,299,1082,710,0,2
7689,256.3,121,car,0.732,629,34,695,88,0,2
7689,256.3,168,person,0.8272,295,302,1083,710,0,2
7690,256.333,121,car,0.7982,637,34,701,87,0,2
7690,256.333,168,person,0.7983,294,301,1088,710,0,2
7691,256.367,121,car,0.7769,641,34,705,87,0,2
7691,256.367,168,person,0.7946,295,302,1089,710,0,2
7692,256.4,121,car,0.8158,647,33,712,86,0,2
7692,256.4,168,person,0.7964,294,301,1094,710,0,2
7693,256.433,121,car,0.823,655,33,719,85,0,2
7693,256.433,168,person,0.7768,297,305,1091,710,0,2
7694,256.467,121,car,0.8113,659,32,723,85,0,2
7694,256.467,168,person,0.7873,296,304,1093,711,0,2
7695,256.5,121,car,0.7452,665,31,729,83,0,2
7695,256.5,168,person,0.7609,293,301,1098,711,0,2
7696,256.533,121,car,0.7873,673,30,737,82,0,2
7696,256.533,168,person,0.7706,290,301,1097,711,0,2
7697,256.567,121,car,0.6831,679,30,743,82,0,2
7697,256.567,168,person,0.7926,287,299,1098,711,0,2
7698,256.6,121,car,0.7744,687,31,750,82,0,2
7698,256.6,168,person,0.7638,282,297,1098,711,0,2
7699,256.633,121,car,0.7309,694,30,757,82,0,2
7699,256.633,168,person,0.7229,296,312,1091,712,0,2
7700,256.667,121,car,0.7177,699,30,762,82,0,2
7700,256.667,168,person,0.7205,301,319,1088,712,0,2
7701,256.7,121,car,0.7606,706,31,769,82,0,2
7701,256.7,168,person,0.7327,306,330,1079,713,0,2
7702,256.733,121,car,0.8297,715,32,777,82,0,2
7702,256.733,168,person,0.7854,291,320,1083,712,0,2
7703,256.767,121,car,0.8125,722,33,784,83,0,2
7703,256.767,168,person,0.8078,287,318,1085,712,0,2
7704,256.8,121,car,0.8039,730,34,792,85,0,2
7704,256.8,168,person,0.809,286,318,1086,711,0,2
7705,256.833,121,car,0.7407,739,35,801,86,0,2
7705,256.833,168,person,0.7685,287,319,1086,711,0,2
7706,256.867,121,car,0.8071,745,35,808,87,0,2
7706,256.867,168,person,0.8023,288,320,1087,711,0,2
7707,256.9,121,car,0.7062,755,38,816,87,0,2
7707,256.9,168,person,0.8386,288,319,1089,712,0,2
7708,256.933,121,car,0.7678,766,38,827,89,0,2
7708,256.933,168,person,0.8257,277,306,1102,712,0,2
7709,256.967,121,car,0.735,771,39,833,89,0,2
7709,256.967,168,person,0.8253,274,303,1103,712,0,2
7710,257.0,121,car,0.8095,779,39,843,90,0,2
7710,257.0,168,person,0.8504,274,303,1102,712,0,2
7711,257.033,121,car,0.8552,790,42,850,91,0,2
7711,257.033,168,person,0.8703,277,306,1097,713,0,2
7712,257.067,121,car,0.8178,797,42,857,93,0,2
7712,257.067,168,person,0.8683,275,306,1096,713,0,2
7713,257.1,121,car,0.8149,806,46,866,94,0,2
7713,257.1,168,person,0.8662,277,309,1093,713,0,2
7714,257.133,121,car,0.7825,817,48,875,95,0,2
7714,257.133,168,person,0.8646,277,310,1090,713,0,2
7715,257.167,121,car,0.8339,824,48,882,95,0,2
7715,257.167,168,person,0.8583,274,309,1090,713,0,2
7716,257.2,121,car,0.7489,833,49,891,96,0,2
7716,257.2,168,person,0.8463,274,310,1088,712,0,2
7717,257.233,121,car,0.8023,843,49,903,97,0,2
7717,257.233,168,person,0.807,269,304,1091,712,0,2
7718,257.267,121,car,0.8187,851,50,911,98,0,2
7718,257.267,168,person,0.7959,267,304,1091,712,0,2
7719,257.3,121,car,0.7927,861,50,922,99,0,2
7719,257.3,168,person,0.7609,270,305,1090,712,0,2
7720,257.333,121,car,0.761,872,53,935,102,0,2
7720,257.333,168,person,0.7855,272,307,1088,712,0,2
7721,257.367,121,car,0.7623,880,53,943,104,0,2
7721,257.367,168,person,0.788,270,305,1090,712,0,2
7722,257.4,121,car,0.7878,891,56,954,105,0,2
7722,257.4,168,person,0.7909,271,306,1090,712,0,2
7723,257.433,121,car,0.7319,904,58,965,107,0,2
7723,257.433,168,person,0.7896,267,302,1093,712,0,2
7724,257.467,121,car,0.6862,912,59,974,109,0,2
7724,257.467,168,person,0.8092,271,305,1088,712,0,2
7725,257.5,121,car,0.7115,923,63,985,111,0,2
7725,257.5,168,person,0.7952,275,311,1081,712,0,2
7726,257.533,121,car,0.7072,935,64,998,114,0,2
7726,257.533,168,person,0.7728,274,309,1082,712,0,2
7727,257.567,121,car,0.7137,943,66,1007,117,0,2
7727,257.567,168,person,0.7545,270,299,1093,712,0,2
7728,257.6,121,car,0.7559,954,69,1019,119,0,2
7728,257.6,168,person,0.7285,274,299,1093,711,0,2
7729,257.633,121,car,0.7785,968,71,1033,122,0,2
7729,257.633,168,person,0.6725,281,302,1093,711,0,2
7730,257.667,121,car,0.7654,976,72,1042,125,0,2
7730,257.667,168,person,0.6833,286,304,1091,711,0,2
7731,257.7,121,car,0.7761,991,77,1054,127,0,2
7731,257.7,168,person,0.6112,288,304,1091,710,0,2
7732,257.733,121,car,0.8441,1005,80,1069,129,0,2
7732,257.733,168,person,0.6286,293,310,1086,710,0,2
7733,257.767,121,car,0.8512,1014,81,1079,131,0,2
7733,257.767,168,person,0.651,296,313,1081,710,0,2
7734,257.8,121,car,0.7863,1025,83,1091,135,0,2
7734,257.8,168,person,0.6265,289,309,1082,710,0,2
7735,257.833,121,car,0.8213,1039,87,1106,139,0,2
7735,257.833,168,person,0.6189,285,306,1082,711,0,2
7736,257.867,121,car,0.8085,1049,88,1118,142,0,2
7737,257.9,121,car,0.8071,1062,91,1133,145,0,2
7738,257.933,121,car,0.7721,1077,96,1145,150,0,2
7738,257.933,168,person,0.6382,297,322,1066,711,0,2
7739,257.967,121,car,0.7808,1086,98,1155,152,0,2
7739,257.967,168,person,0.6686,290,320,1065,712,0,2
7740,258.0,121,car,0.8097,1098,101,1169,155,0,2
7740,258.0,168,person,0.643,291,323,1061,713,0,2
7741,258.033,121,car,0.7724,1113,104,1185,160,0,2
7741,258.033,168,person,0.6205,301,334,1055,712,0,2
7742,258.067,121,car,0.7794,1122,105,1195,162,0,2
7743,258.1,121,car,0.7366,1137,110,1209,166,0,2
7743,258.1,168,person,0.7335,302,339,1049,713,0,2
7744,258.133,121,car,0.7451,1152,113,1225,169,0,2
7744,258.133,168,person,0.704,296,338,1050,713,0,2
7745,258.167,121,car,0.7221,1162,115,1237,173,0,2
7745,258.167,168,person,0.6812,291,337,1051,713,0,2
7746,258.2,121,car,0.8062,1176,118,1253,177,0,2
7746,258.2,168,person,0.7095,294,342,1049,713,0,2
7747,258.233,121,car,0.6294,1192,123,1269,182,0,2
7747,258.233,168,person,0.7385,295,344,1049,713,0,2
7748,258.267,121,car,0.6233,1207,133,1275,185,0,2
7748,258.267,168,person,0.7098,295,343,1051,713,0,2
7749,258.3,168,person,0.6535,295,341,1058,713,0,2
7750,258.333,168,person,0.6852,296,341,1062,713,0,2
7751,258.367,168,person,0.6458,297,341,1065,713,0,2
7752,258.4,168,person,0.7036,299,342,1065,713,0,2
7753,258.433,168,person,0.753,299,342,1066,713,0,2
7754,258.467,168,person,0.755,296,337,1071,713,0,2
7755,258.5,168,person,0.7842,290,330,1077,713,0,2
7756,258.533,168,person,0.821,290,330,1077,713,0,2
7757,258.567,168,person,0.8019,291,330,1074,712,0,2
7758,258.6,168,person,0.7794,295,335,1072,713,0,2
7758,258.6,170,bus,0.4024,285,49,391,111,0,2
7759,258.633,168,person,0.7606,301,338,1071,713,0,2
7760,258.667,168,person,0.6838,310,346,1065,712,0,2
7760,258.667,170,bus,0.3191,279,49,392,115,0,2
7761,258.7,168,person,0.6723,307,342,1072,713,0,2
7761,258.7,170,bus,0.4268,285,51,397,117,0,2
7762,258.733,168,person,0.6694,307,342,1073,713,0,2
7762,258.733,170,bus,0.3257,291,51,400,114,0,2
7763,258.767,168,person,0.6784,307,342,1074,713,0,2
7764,258.8,168,person,0.7316,307,344,1072,713,0,2
7765,258.833,168,person,0.7369,307,346,1069,713,0,2
7765,258.833,170,truck,0.3378,295,53,407,117,0,2
7766,258.867,168,person,0.7471,307,347,1067,713,0,2
7766,258.867,170,truck,0.3732,296,53,409,118,0,2
7767,258.9,168,person,0.732,306,347,1069,713,0,2
7768,258.933,168,person,0.7055,305,346,1070,712,0,2
7768,258.933,170,truck,0.3804,302,55,414,119,0,2
7769,258.967,168,person,0.6577,304,345,1072,712,0,2
7769,258.967,170,truck,0.3361,303,56,414,119,0,2
7770,259.0,168,person,0.7015,304,345,1073,712,0,2
7770,259.0,170,bus,0.3909,306,55,419,119,0,2
7771,259.033,168,person,0.7124,303,345,1072,712,0,2
7771,259.033,170,truck,0.3473,307,55,419,120,0,2
7772,259.067,168,person,0.7545,305,349,1069,712,0,2
7772,259.067,170,bus,0.3669,310,56,421,120,0,2
7772,259.067,172,truck,0.3273,309,56,419,120,0,2
7773,259.1,168,person,0.8223,290,336,1079,713,0,2
7774,259.133,168,person,0.8587,283,330,1082,713,0,2
7774,259.133,170,bus,0.3492,306,54,423,121,0,2
7775,259.167,168,person,0.8548,283,331,1079,714,0,2
7775,259.167,170,bus,0.3529,305,54,423,121,0,2
7776,259.2,168,person,0.796,278,329,1077,714,0,2
7776,259.2,170,bus,0.4307,305,54,422,121,0,2
7777,259.233,168,person,0.7734,273,328,1073,714,0,2
7777,259.233,170,bus,0.4507,302,54,419,122,0,2
7778,259.267,168,person,0.7125,274,334,1062,713,0,2
7778,259.267,170,bus,0.4528,301,54,419,123,0,2
7779,259.3,168,person,0.7839,270,336,1055,714,0,2
7779,259.3,170,bus,0.4034,299,55,418,123,0,2
7780,259.333,168,person,0.8393,271,336,1053,714,0,2
7780,259.333,170,bus,0.5194,299,55,418,123,0,2
7781,259.367,168,person,0.8362,275,337,1054,714,0,2
7781,259.367,170,bus,0.5891,299,55,417,125,0,2
7782,259.4,168,person,0.7468,287,347,1045,713,0,2
7782,259.4,170,bus,0.5963,299,55,417,123,0,2
7783,259.433,168,person,0.7894,303,359,1041,714,0,2
7783,259.433,170,bus,0.6051,301,55,416,122,0,2
7783,259.433,176,truck,0.376,301,54,417,125,0,2
7784,259.467,168,person,0.7625,315,368,1037,714,0,2
7784,259.467,170,bus,0.562,301,54,417,122,0,2
7784,259.467,177,traffic light,0.4978,1109,0,1280,73,0,2
7785,259.5,168,person,0.8109,318,368,1041,714,0,2
7785,259.5,170,bus,0.5734,302,53,418,121,0,2
7785,259.5,177,traffic light,0.4657,1111,0,1273,70,0,2
7786,259.533,168,person,0.8293,310,362,1048,714,0,2
7786,259.533,170,bus,0.4713,304,50,422,120,0,2
7787,259.567,168,person,0.7929,302,354,1057,714,0,2
7787,259.567,170,bus,0.5267,305,48,424,120,0,2
7788,259.6,168,person,0.8062,287,349,1057,714,0,2
7788,259.6,170,truck,0.3531,305,46,425,119,0,2
7789,259.633,168,person,0.7938,280,351,1047,714,0,2
7789,259.633,170,truck,0.3182,305,45,426,118,0,2
7790,259.667,168,person,0.7771,277,352,1043,714,0,2
7790,259.667,170,truck,0.368,305,45,426,118,0,2
7790,259.667,181,bus,0.3306,310,43,427,117,0,2
7791,259.7,168,person,0.7582,226,339,1026,714,0,2
7792,259.733,168,person,0.6982,248,347,1032,713,0,2
7793,259.767,168,person,0.749,255,349,1039,712,0,2
7794,259.8,168,person,0.7318,254,347,1041,711,0,2
7795,259.833,168,person,0.8151,246,342,1045,712,0,2
7795,259.833,181,bus,0.392,286,46,405,119,0,2
7796,259.867,168,person,0.8004,238,342,1035,712,0,2
7797,259.9,168,person,0.7647,217,343,1014,712,0,2
7799,259.967,168,person,0.7358,159,326,987,714,0,2
7800,260.0,168,person,0.7217,137,337,945,715,0,2
7801,260.033,168,person,0.6726,109,346,897,715,0,2
7803,260.1,-1,truck,0.3954,97,61,1277,704,0,2
7804,260.133,182,truck,0.6036,71,43,1280,705,0,2
7804,260.133,168,person,0.6961,42,370,783,715,0,2
7805,260.167,182,truck,0.5362,55,34,1280,705,0,2
7805,260.167,168,person,0.8226,23,374,760,714,0,2
7806,260.2,182,truck,0.504,26,16,1280,707,0,2
7806,260.2,168,person,0.8103,17,379,743,714,0,2
7807,260.233,182,truck,0.456,3,6,1280,710,0,2
7807,260.233,168,person,0.7222,14,387,729,715,0,2
7807,260.233,183,bus,0.4559,29,99,161,191,0,2
7808,260.267,182,truck,0.5036,0,3,1280,710,0,2
7808,260.267,168,person,0.7146,13,393,722,715,0,2
7808,260.267,183,bus,0.4251,19,102,153,194,0,2
7809,260.3,182,truck,0.5557,0,2,1280,709,0,2
7809,260.3,183,bus,0.4403,2,105,139,200,0,2
7810,260.333,182,truck,0.4833,1,2,1280,709,0,2
7810,260.333,183,bus,0.4773,0,110,128,203,0,2
7811,260.367,182,truck,0.5004,8,1,1280,710,0,2
7811,260.367,183,bus,0.4779,0,111,122,205,0,2
7812,260.4,182,truck,0.4864,9,2,1280,710,0,2
7812,260.4,183,bus,0.4366,0,114,115,208,0,2
7813,260.433,182,truck,0.5452,0,2,1280,710,0,2
7813,260.433,183,bus,0.5371,0,118,111,213,0,2
7814,260.467,182,truck,0.5573,0,2,1280,709,0,2
7814,260.467,183,bus,0.3911,0,120,106,213,0,2
7815,260.5,182,truck,0.5681,0,3,1279,709,0,2
7815,260.5,183,bus,0.3533,0,121,101,213,0,2
7816,260.533,182,truck,0.6171,0,2,1279,707,0,2
7816,260.533,183,bus,0.3639,0,122,99,215,0,2
7817,260.567,182,truck,0.6186,0,1,1279,707,0,2
7817,260.567,183,truck,0.3661,0,123,101,217,0,2
7818,260.6,182,truck,0.5552,0,1,1279,707,0,2
7818,260.6,183,bus,0.5566,0,122,103,217,0,2
7819,260.633,182,truck,0.514,0,2,1279,710,0,2
7819,260.633,183,bus,0.5044,0,119,110,216,0,2
7820,260.667,182,truck,0.5326,1,3,1278,709,0,2
7820,260.667,183,bus,0.6115,0,117,115,216,0,2
7821,260.7,182,truck,0.3792,1,3,1275,707,0,2
7821,260.7,183,bus,0.5141,3,113,126,211,0,2
7822,260.733,182,truck,0.3321,7,6,1278,706,0,2
7822,260.733,183,bus,0.3971,23,107,146,206,0,2
7822,260.733,168,person,0.6401,24,399,734,717,0,2
7823,260.767,182,truck,0.3133,11,5,1280,706,0,2
7824,260.8,182,truck,0.3365,25,9,1280,704,0,2
7824,260.8,168,person,0.6089,38,385,787,718,0,2
7825,260.833,182,truck,0.3372,56,25,1279,702,0,2
7825,260.833,168,person,0.682,55,378,824,718,0,2
7826,260.867,168,person,0.6111,73,378,843,717,0,2
7827,260.9,168,person,0.7855,101,373,886,717,0,2
7828,260.933,168,person,0.7143,128,368,922,717,0,2
7829,260.967,168,person,0.7634,147,362,951,717,0,2
7830,261.0,168,person,0.7816,170,360,976,718,0,2
7831,261.033,168,person,0.731,186,354,999,717,0,2
7831,261.033,195,truck,0.5402,254,65,385,154,0,2
7832,261.067,168,person,0.8054,199,352,1015,717,0,2
7832,261.067,195,bus,0.5754,269,64,397,151,0,2
7833,261.1,168,person,0.6913,214,344,1038,715,0,2
7833,261.1,195,truck,0.4714,291,63,416,147,0,2
7834,261.133,168,person,0.792,231,345,1046,714,0,2
7834,261.133,195,truck,0.506,311,59,439,146,0,2
7835,261.167,168,person,0.8127,243,347,1050,714,0,2
7835,261.167,195,truck,0.6087,325,58,450,144,0,2
7836,261.2,168,person,0.8012,254,347,1057,714,0,2
7836,261.2,195,truck,0.5769,339,56,465,142,0,2
7837,261.233,168,person,0.7798,262,347,1063,714,0,2
7837,261.233,195,bus,0.7276,353,55,479,141,0,2
7838,261.267,168,person,0.7127,266,346,1067,714,0,2
7838,261.267,195,bus,0.6077,362,54,487,138,1,2
7839,261.3,168,person,0.8105,274,344,1075,714,0,2
7839,261.3,195,bus,0.4523,373,53,498,137,1,2
7839,261.3,199,car,0.6978,491,87,555,126,1,2
7839,261.3,200,truck,0.4307,367,53,496,138,1,2
7840,261.333,168,person,0.7993,288,351,1073,714,0,2
7840,261.333,195,bus,0.403,379,51,506,137,1,2
7840,261.333,199,car,0.6037,503,87,565,125,1,2
7840,261.333,200,truck,0.5218,374,53,503,138,1,2
7841,261.367,168,person,0.802,293,351,1075,714,0,2
7841,261.367,199,car,0.7388,511,87,574,126,1,2
7841,261.367,200,truck,0.5753,381,53,509,137,1,2
7842,261.4,168,person,0.8083,301,358,1071,714,0,2
7842,261.4,199,car,0.6922,520,88,585,127,1,2
7842,261.4,200,truck,0.5526,387,53,514,136,1,2
7843,261.433,168,person,0.8154,304,360,1067,714,0,2
7843,261.433,199,car,0.6652,529,88,594,127,1,2
7843,261.433,200,truck,0.6153,393,53,520,137,1,2
7844,261.467,168,person,0.8256,298,354,1074,715,0,2
7844,261.467,199,car,0.6865,533,87,601,128,1,2
7844,261.467,200,truck,0.6023,397,53,523,137,1,2
7845,261.5,168,person,0.7996,302,359,1067,715,0,2
7845,261.5,199,car,0.6633,539,88,609,128,1,2
7845,261.5,200,truck,0.5913,401,53,529,138,1,2
7845,261.5,201,cell phone,0.3378,882,370,1161,703,0,2
7846,261.533,168,person,0.8117,290,352,1071,715,0,2
7846,261.533,200,truck,0.5701,402,54,531,138,1,2
7847,261.567,168,person,0.8318,286,350,1070,715,0,2
7847,261.567,200,bus,0.4966,403,54,534,139,1,2
7847,261.567,202,truck,0.4662,401,54,531,139,1,2
7847,261.567,199,car,0.6851,553,89,623,128,1,2
7848,261.6,168,person,0.7919,289,355,1058,715,0,2
7848,261.6,199,car,0.6712,558,89,631,129,1,2
7849,261.633,168,person,0.7784,289,360,1049,714,0,2
7849,261.633,199,car,0.7323,562,89,641,131,1,2
7849,261.633,200,bus,0.6294,406,55,536,142,1,2
7850,261.667,168,person,0.7352,290,362,1045,714,0,2
7850,261.667,199,car,0.7403,565,89,647,134,1,2
7850,261.667,200,bus,0.5818,407,56,537,143,1,2
7851,261.7,168,person,0.7507,283,357,1050,715,0,2
7851,261.7,199,car,0.7502,570,91,654,134,1,2
7851,261.7,200,truck,0.5602,408,56,539,143,1,2
7851,261.7,203,bus,0.5438,408,56,537,143,1,2
7852,261.733,168,person,0.7554,278,352,1054,715,0,2
7852,261.733,199,car,0.6693,577,91,663,136,1,2
7852,261.733,200,bus,0.7018,409,56,543,145,1,2
7852,261.733,203,truck,0.4584,410,56,541,144,1,2
7853,261.767,168,person,0.7729,273,346,1061,717,0,2
7853,261.767,199,car,0.7273,579,91,669,136,1,2
7853,261.767,200,bus,0.5525,411,56,546,145,1,2
7853,261.767,203,truck,0.4116,413,56,544,145,1,2
7854,261.8,168,person,0.7566,275,350,1055,717,0,2
7854,261.8,199,car,0.6438,594,93,681,137,1,2
7855,261.833,168,person,0.7708,275,350,1056,717,0,2
7855,261.833,199,car,0.6309,597,94,688,139,1,2
7855,261.833,200,bus,0.79,411,58,546,147,1,2
7856,261.867,168,person,0.77,277,350,1054,717,0,2
7856,261.867,199,car,0.7178,599,94,694,142,1,2
7856,261.867,200,bus,0.8034,411,59,546,147,1,2
7857,261.9,168,person,0.6696,277,352,1047,715,0,2
7857,261.9,200,bus,0.7799,413,61,546,149,1,2
7858,261.933,168,person,0.6282,285,363,1033,715,0,2
7858,261.933,200,bus,0.7601,413,61,549,151,1,2
7858,261.933,199,car,0.6408,611,94,711,143,1,2
7859,261.967,200,bus,0.6137,414,61,551,151,1,2
7859,261.967,199,car,0.6662,614,95,717,145,1,2
7860,262.0,200,bus,0.5927,416,62,553,152,1,2
7860,262.0,199,car,0.6832,619,95,727,147,1,2
7860,262.0,204,truck,0.5583,414,61,555,152,1,2
7861,262.033,200,bus,0.6479,418,63,555,153,1,2
7861,262.033,204,truck,0.4378,416,62,558,152,1,2
7862,262.067,200,bus,0.5666,419,63,557,153,1,2
7862,262.067,204,truck,0.3852,418,63,559,153,1,2
7862,262.067,201,cell phone,0.3203,856,378,1136,706,0,2
7862,262.067,199,car,0.616,634,95,744,149,1,2
7863,262.1,200,truck,0.5684,422,63,559,154,1,2
7863,262.1,199,truck,0.4715,642,96,755,151,1,2
7864,262.133,200,truck,0.5224,423,63,561,154,1,2
7864,262.133,199,car,0.7551,653,97,766,151,1,2
7865,262.167,200,bus,0.4372,424,63,562,154,1,2
7865,262.167,199,car,0.7191,657,97,773,152,1,2
7866,262.2,200,truck,0.5216,425,63,566,155,1,2
7866,262.2,199,truck,0.3152,664,97,785,153,0,2
7867,262.233,200,truck,0.5542,426,62,568,157,1,2
7867,262.233,199,car,0.6803,673,97,794,153,0,2
7868,262.267,200,truck,0.5965,427,62,570,158,1,2
7868,262.267,199,car,0.6761,677,97,801,154,0,2
7868,262.267,208,bus,0.4863,427,62,566,157,1,2
7869,262.3,200,bus,0.7159,429,62,573,158,1,2
7869,262.3,199,car,0.6846,687,97,815,154,0,2
7870,262.333,200,bus,0.6511,432,62,575,158,1,2
7870,262.333,201,cell phone,0.3436,855,376,1137,699,0,2
7871,262.367,200,bus,0.6208,433,62,577,158,1,2
7871,262.367,199,truck,0.4683,703,98,835,157,0,2
7872,262.4,200,bus,0.616,435,62,579,159,1,2
7872,262.4,209,truck,0.4147,438,62,577,158,1,2
7872,262.4,199,car,0.6948,712,97,850,159,0,2
7872,262.4,201,cell phone,0.3502,853,377,1139,695,0,2
7873,262.433,200,bus,0.5932,437,62,582,159,1,2
7873,262.433,209,truck,0.4748,439,62,579,158,1,2
7873,262.433,199,truck,0.5674,721,97,864,160,0,2
7874,262.467,200,truck,0.5617,439,62,582,159,1,2
7874,262.467,199,car,0.7317,729,98,873,161,0,2
7875,262.5,200,truck,0.6445,439,63,583,160,1,2
7875,262.5,199,car,0.661,736,98,887,165,0,2
7876,262.533,200,truck,0.6271,440,62,586,160,1,2
7876,262.533,199,car,0.6763,747,97,903,166,0,2
7877,262.567,200,truck,0.6454,442,62,587,160,1,2
7877,262.567,199,car,0.6259,754,98,913,167,0,2
7878,262.6,200,truck,0.6499,442,62,590,160,1,2
7878,262.6,199,car,0.6061,765,98,926,168,0,2
7879,262.633,200,truck,0.6446,443,62,591,161,1,2
7879,262.633,199,car,0.6539,777,98,943,170,0,2
7880,262.667,200,truck,0.619,443,61,591,161,1,2
7880,262.667,199,car,0.7442,784,98,955,171,0,2
7881,262.7,200,truck,0.6051,445,59,593,160,1,2
7881,262.7,199,car,0.7145,794,98,970,174,0,2
7882,262.733,200,truck,0.6061,446,59,594,161,1,2
7882,262.733,199,truck,0.4408,807,97,990,176,0,2
7883,262.767,200,truck,0.5746,445,59,594,161,1,2
7884,262.8,200,truck,0.5093,446,59,595,161,1,2
7884,262.8,199,car,0.8621,824,99,1017,182,0,2
7885,262.833,200,truck,0.5038,445,59,597,161,1,2
7885,262.833,211,bus,0.4725,441,58,598,161,1,2
7885,262.833,199,car,0.7347,839,101,1035,184,0,2
7886,262.867,200,truck,0.4688,446,59,597,161,1,2
7886,262.867,211,bus,0.5127,441,58,598,162,1,2
7886,262.867,199,car,0.7304,848,101,1048,186,0,2
7887,262.9,200,truck,0.5058,447,59,598,162,1,2
7887,262.9,211,bus,0.5078,442,58,601,163,1,2
7887,262.9,199,car,0.7787,859,101,1070,190,0,2
7888,262.933,200,truck,0.4599,448,59,601,162,1,2
7888,262.933,211,bus,0.5278,443,58,603,163,1,2
7888,262.933,199,car,0.8076,873,99,1094,194,0,2
7889,262.967,200,truck,0.4208,449,58,602,162,1,2
7889,262.967,211,bus,0.5676,445,58,605,165,1,2
7889,262.967,199,car,0.814,882,101,1109,198,0,2
7890,263.0,200,truck,0.4233,450,58,605,163,1,2
7890,263.0,211,bus,0.5489,447,58,607,165,1,2
7890,263.0,199,car,0.786,896,99,1133,201,0,2
7891,263.033,200,truck,0.4373,451,58,606,163,1,2
7891,263.033,211,bus,0.4424,448,58,608,165,1,2
7891,263.033,199,car,0.8245,914,102,1158,206,0,2
7892,263.067,200,truck,0.4156,451,57,607,163,1,2
7892,263.067,211,bus,0.54,448,57,609,165,1,2
7892,263.067,199,car,0.8316,927,103,1177,209,0,2
7893,263.1,200,truck,0.4275,451,57,609,163,1,2
7893,263.1,211,bus,0.4894,448,56,611,165,1,2
7893,263.1,199,car,0.7584,946,104,1203,214,0,2
7894,263.133,200,bus,0.684,453,56,611,163,1,2
7894,263.133,199,car,0.8494,965,104,1234,219,0,2
7895,263.167,200,bus,0.6795,455,55,615,163,1,2
7895,263.167,199,car,0.8938,979,104,1256,223,0,2
7896,263.2,200,bus,0.739,457,54,617,163,1,2
7896,263.2,199,car,0.7905,994,105,1280,227,0,2
7897,263.233,200,bus,0.6003,458,54,619,163,1,2
7897,263.233,199,car,0.6724,1006,104,1280,233,0,2
7898,263.267,200,bus,0.5534,459,53,621,163,1,2
7898,263.267,199,car,0.7527,1016,103,1280,235,0,2
7898,263.267,216,truck,0.4869,459,53,619,163,1,2
7899,263.3,200,bus,0.6,462,53,623,165,1,2
7899,263.3,199,car,0.8151,1042,103,1280,226,0,2
7899,263.3,216,truck,0.3847,462,51,622,163,1,2
7900,263.333,200,truck,0.4596,463,53,626,165,1,2
7900,263.333,199,car,0.8491,1064,104,1280,225,0,2
7901,263.367,200,truck,0.4122,465,53,629,166,1,2
7901,263.367,199,car,0.8633,1079,109,1280,229,0,2
7901,263.367,218,person,0.6006,771,435,971,712,0,2
7902,263.4,200,bus,0.5243,466,51,632,166,1,2
7902,263.4,199,car,0.7443,1105,121,1280,233,0,2
